label	text
1	低价出售元宝100=6000比例银100=90万需要的请mm
0	大量出售深渊挑战书16w一本,要的mmmmm有22w本要的交易来十十十十十十十十十十十十十十十十十十十十十十十
1	3512.海粮66食豚百事可乐v
0	欢迎大量玩家加群13829271845出b47收三区信誉群刚建的招收大量搬钻玩家
0	150出9000wyxb需要的来qq红包交易,1块一块的交易,可以我先?
0	老谭没好
0	老婆，你在干嘛呢
0	白天王者。晚上吃鸡
1	大量出售钻石,另接苹果褪kuan,需要的老板滴滴vx:570525684狼丹手游,诚信服务!
1	处理元宝银高比例现在需要的滴滴先货后款
0	欢迎加入高级板钻自动升级安图嗯姿势一键pl稳定不用说群号55407118
0	不断奶的woc
0	╰(◉ᾥ◉)╯加油(ง•̀o•́)ง(ง•̀o•́)
0	大量出售宝图稀世藏宝图1元一个人需要的加微信15860276271
0	1w一张大量出售白卡要的交易十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十
0	110400有没有要片的5元一部
0	军团招募:只收精英,铂金以上,活跃加群,有的加我或申请,妹子优先
0	你查我ID
1	出z需要的加18070015656游戏人不在503070
0	辅助20元要的加417006084
0	带人一pl最少一w我搬钻满疲劳都能180加卖材料
0	出包需要15138090995
0	就这还带妹子
0	宝图到七点一坑04队长03长期出图量大稳定十次一节先图包车送丹需要联系微信laojin0821
0	可以转的但是费元宝
1	大量卖字字字字字字0.4需要的老板滴滴
1	半价出3100元宝要的滴滴
0	打吧，金币买
0	我们都这欢游这个APP
0	一会儿QQ上告你
0	按rmb1比250钻算吧
0	后羿给我谢谢
1	13卖元宝要的加微信
0	买g变声器全网最低价格,最稳定,买的加好友私聊
0	等一下我我领
0	12去打个野
0	我被针对怕了
0	黄金6元铂金8元一段求老板支持
0	不打野，没有打野就重开
0	买金币礼包
1	出售银两和字要的滴滴,一条龙来人加棋子
0	我10岁好吧
0	貂蝉带弱化吗
0	后面有个fw
1	出7500储备元宝要的滴滴
0	加QQ上车2391566366
0	兄弟，给二十块钱打单子
1	半价出2600元宝1:25000处理银
0	出卖搬钻飞机300w稳定相信我的加我微信qaz2404448171微信详谈十13双龙魔影剑十13双龙魔影剑十13双龙魔影剑
0	找cp不如找个妹纸一起玩。快。我们自己内部消化一下
1	在,需要的加v,81712523,1=70元宝,货到付款,这里说要禁言,加v说
0	场次:100胜率:100%
0	我开的呢？
0	那个号我不用
0	就这样坑
0	你下午不是钻石三吗？一下1了？
1	出元宝1比80,银两1比18万,龙魂元神,需要的私聊我
0	爷辅助mad
0	12点了，本来还想着看看其他号战令经验
1	线下交易,附加说明:20元10000点券的骗子
0	2l让一下？
1	低价出售元宝,银两要的老板mmmmm我
1	一比三十,需要吗?先元宝后付款,绝对安全可靠需要的话就加微信luohao7577
0	22行会花児笑晶体丫丫22980730双雷群10元6包玩的加微信15841884232
0	nm的b比你会喷
0	45不满的人生为我污片10元要的加我
0	五楼打野可以吗。
1	大量出售yb先货需要联系
0	小妲己吧。
1	打扰了,专业工作室长期安全稳定供应元宝需要加微信tdygwd
0	我现在积分夺宝幸运值243
1	半价出元宝1比15万出银两还有玫瑰花要的私聊
0	这一周的排位赛赢一局任务还没过去
0	从开哟。
0	4楼喝多了吧
1	出礼包,2500元宝八个三级石头,一个四级要的私聊满三不是问题,骗子滚
0	钻石MV。
1	出售金币游戏币比例1比1500需要的加微lihuilov十q96465633
0	阵容不需要呀。
1	长期银商,无色神石,玄皓玉,半价元宝,先货,价格美丽需要加好友加微信
0	大姐我要银子～回归有我三哥还有我的～你给我点银子吧
0	草尼玛的想什么ne
0	钻8块一星,星耀12块一星,要的加我好友诚信代
0	把活跃做到80以上我就开四5个小号进来一个80五八40就四百货源
1	135.粮66草有你所需围13218
0	绑定元宝还挺多的，
0	我14连跪
1	19131.海豚YB阁,海豚小班助你战力狂飙,求微37458383031114
0	p96年妹子卖片要的加v信:yax8156我等你哦
0	吃饭了没有
0	你看我这胜率掉的。
1	借一个ios的号,帮任务攒钻石不毁不盗不挤,可以的加好友
0	因为4楼啥比
0	大浪花看上你了你说咋办吧
0	4真正努力过的人就会明白天赋的重要
0	反正他上次有个老区大概90来级，给我搞了800万银子。
0	8连跪，你们随意
0	14000银子收4个鸣玄,有的滴滴我,谢谢老板
0	之前是短发卷的现在留长了
0	我打野啊
1	150万银子=100450万银子=300,要的nnnnnnnn
1	高比例大量出元宝,需要的老板滴滴,非诚勿扰可淘宝
0	3打野。。。
1	处理元宝100/9000银100/170w100/30个龙魂现在需要的联系mmmmmmm
0	辅助兄弟
0	组队！Â∨群4625559，
0	组队！Â∨群4625559。
0	还差五星荣耀了，给点祝福吧，希望你们早日脱单....
1	半价出更名卡,时装,坐骑,染色,商场道具,要的老板滴滴
0	对面要重开。
0	稍等我换号跟你玩
0	我在ks上看到的头像
0	keymatch虚伪的校色收100yxb1:40微信交易小额交易的mmmm一笔
0	没有声音呢。
0	出差到清元挂摊一次0066出137黑鬼3230293131出139摸鱼2332272731出70个蓝球,反钻,要滴滴各种书,球,材料,通通都有5色10,各种东西都可小刀,只要你开价,能卖都卖,快来啦!
0	5楼怎么样可会
0	5楼你加我
0	要不大不了巅峰赛
0	cpdd女的就行看上＋%37%37%37%37%37
0	出售黄色小视屏300万一个微信可以直接看要的加15209680442
0	出喇叭了一个一块.先货,需要的老板滴滴骗子绕道谢谢
0	看看5楼不长眼
1	大量出售宝石潜能果钥匙号首冲号趁着没封区要是速度.充值ios挽回先返后米要的老板mmm
0	大狼狗放我进去
0	积分，3级石头礼包，五块一个，需要的私聊加我
1	长期出售元宝一比六十货到付款需要联系qq1137144542
0	来个技能书商人，银子商人滴滴我
0	菜鸡弱化
1	便宜出1比90元宝需要的了解一下mmmmmmmmmmmm
0	对面……
0	三楼辅助吗
0	我还说我小号可以带你上分呢那他带你吧
0	出售稳定辅助各种板钻姿势各种每日需要的十q2456497097保证稳定到关服
0	58一辆a有意者私
1	1比1.2万出印子,有材料支持小额交易的联系,
1	出大量字,最后十次啦.需要的老板加好友私聊
1	1388.粮66仓因为爱情薇3745838301617
0	处了一天就把我删了
0	来个打野啊
0	5楼会打野吗
1	100=8澫元寶+90澫銀+神兽，要的mmm
0	8很多事逼着你往前走的不是前方梦想的微弱光芒而是身后现实的深渊万丈73
0	1要及时回我消息
0	不玩了,80出此号,贵8,要的加微信zmt497片子绕道
0	来个银商滴滴滴
0	你你这个坑货。
1	出元宝,200=58000元宝,给450000银币需要的密
1	四折出储备,需要的老板滴滴
0	但前提是开礼堂，你有银子吗
0	还是卷八十
0	看片十q3559891658,一元一部片长一个小时左右
0	150出号有意者dd
1	半价出3000元宝需要的老板滴滴,
0	对面好控
0	自带老婆
0	对了，元旦节前别上宝石，把元宝存起来，看看元旦有没有宝石活动
0	金币感觉吃亏
0	22一枪撂倒伱个傻,稳定,不封,需要的加
0	谁踩下灯
0	我也可才
0	13x时空来个暗影9的瞎子带我升级一点一万30点结一次脑残别点不回消息表示禁言了
1	出4000储备元宝，有需要的老板
0	有打的没
1	1比45出米1比45出米买的私聊5万锭
1	5毛一个卖字要的滴滴
0	差点打不过
0	没有cp*-那来个双排的
0	24楼谁打野
1	半价出售800元宝需要的加下好友
0	全部要切我
1	先钻,加我微信yong02188
0	我在**你们
1	5o元=1百万钻送1百万笼币十资源十s精灵十a套餐加q
1	1225.粮66草有你所需围2626
0	4楼也不会
1	2127.海粮66食豚百事可乐v
1	中秋低价出售,300块=9万元宝十80银两十时装要的www
0	充了钱就是不一样188pl搬钻深渊4个ss成就2套4=1一套3=2
1	出售半价元宝!时装坐骑更名染色武魂潜能果需要的滴滴!不卖喇叭
0	250金币买了60肉
0	我吉吉国王在巅峰6000分乱杀，肾虚了？用这套出装秒杀所有。
0	盔甲和武器的材料要用金币买
1	长期安全高比例出货,低到自用,苹果退米,带练,经营小号,有需要的加微:yxk221221
1	123120.粮66食百事可乐卫零31113
1	爆破战要开车了qq加447761770恒信网络科技1元4万钻石50元=250万送神器
0	为什么把把都这样
0	专业的哪里小我来帮忙
0	出售藏剑号,凌云五万一战力,需要的q3445056017
0	高级闺蜜是啥
0	好的啊打扰小姐姐了拜拜muamuamua~
0	110400缓冲爱情99一元一部片,五块钱一个软件要片儿的加我
0	%38%37%37%37%38
1	出银1比12000，喇叭1元个，玫瑰花0.3一个，要的滴滴
0	出售此号，真心买的来，价格便宜，QQ等级50
0	没星了我，不玩了，明天在玩吧%11%11
0	12楼能打野么
0	微信发来明天一起
0	二打野？
0	133包售后,需要的联系vx
0	富婆康康我啊，我不想努力了QAQ
0	专业出售小泽玛丽各种小电影五元一部大降价了只要五元一部要的密我
1	伴价出商城道具,时装,转职丹,改名卡,染色石,清心丹需要的私聊我3000园保
0	0.020.020.22出上限要的老板加微信hcz2180谢谢可以5队啦82273
0	8你ma宗庙拍片高价回收半年以上微信号一个700起需要的加我好友
0	否认法师别怪我坑。
0	厦门第一万后羿
0	4带1铂到钻80钻到星耀150星耀到王者200/
0	就是我现在消耗多少金币然后活动结束了金币又回来了？
0	什么情况啊服了
0	60个分享宝箱20元要的私我领最少1200绑元骗子衮
0	才买到30金币
0	现在逆风局稳点玩，好好配合后面能赢的！
0	猴子银两商城4万一只有点贵啊
1	帮两有需要银两的可以密我,可以长期合作帮主别踢我我不是骗子.
1	低价出元宝,量少,要的老板滴滴
0	本号出租七元七天30元一个月要的私,可视频,可语音要的加微信详谈!
0	人家1楼抢，可以6分投了，有脑子？
0	紫嚎灵喵坐骑一个月的加7天时装25元一个一个账号领一次领过的别私聊我了等级高的可以先货
0	搬钻用的16个佣兵15个85
0	太肉了输出不够
0	联想我弟买的6000多没什么用
0	欢迎加入dnf辅助群450843393十十十十十十十十十十十十十十稳定十十十十十十奔放十十十十卡称号十十十搬钻十十十十十十十十十十十十十十十十十十十十十
0	走了，抢金币去了。
0	韩世忠坐标
0	1230出赚屎46000,要的的私聊,可分批
1	卖字5毛一个,20个萌18宝18降,要的联系,等5分钟要的速度
0	8万5一个收矛盾,15万收强烈痕迹和浓缩,收各种材料有的代价大量出售十13释魂之真灵战斧17亿要的
0	1楼抢ADC，5楼进ADC
1	25出改名卡,喇叭一块钱一个,时装坐骑四折出,有需要的老板滴滴滴
0	瑶为啥放出来
0	先不玩了
1	出金100=50000金元宝100=5000元宝需要的私密
0	这都投了……
0	耍不？啊妹
0	单子号已完成,需要上钻的滴滴,黄金4元铂金5元一星
0	等下打完来
0	放心不会坑你们，我晋级赛
0	等一下拖着挂机去啊我要把6个小时的10倍给他说了
0	黄金4元一段白金6元一段,纯手打高效率,需要永久龙头的请私聊我安卓
0	大量招收深渊打手刷一罐疲劳20元出史诗有红包一单一结多刷多赚裙414720767进群找群主
0	感觉又得掉星
1	出银两，，70万，有意滴滴，来会的
0	8点9点金团招老板1000w或者20元红包一次包过8点还有一个位子9点还有2个位孺要的m不过包退
0	出安卓稳定虚拟定位教程需要的加qq17141727
0	跨1带20人手动金团招收老板250w或者6r一个位置过一阶段收钱需要的加裙625549089安徒恩的灵魂碎片十10无尽贪食之主
0	1l能打野吗
0	辅助来肉控
0	上把就你们家这***的射手玩的不丑啊。
0	换点银子
0	对面两个控，根本都打不起来
0	%11收徒弟。收徒弟，收女徒弟
0	我玩多最后一局
0	我才刚过100天
0	亚瑟也很猛
0	就辅助呗
0	被流寇给推掉了你们赶紧退回来就行了你们退的速度还没留够快吗?
0	八万金币两三百橙碎
0	150出，要的加我
0	前期钟馗勾我太多次
1	50元=98万钻石送龙币十一亿金币要的加q485147267先货
1	出售y宝一比50大量现货需要的私密联系先元宝后钱
0	av5元100部诚信经营要的加我有优惠
0	接单,黄金1元一星,铂金3元一星要的加我
0	凑一万多点金币
1	出字,出五色神石,量大优惠,需要的密我
0	25出改名卡,小喇叭一块一个,要的私聊或加微信18710947782先货可结婚送石头等道具
0	韩信不到500场，别拿出来
0	集会所标有处理的摊位全部低价出售有任何问题加vxwhzhsm
0	寂寞的加我,50元开视频,不漏脸随便玩
0	来呀，带我啊%11%11
0	5星成就5元打的加微信136779081
1	1比600出米,要的加v,yy1594187391
0	正在攒金币白虎幻化
0	160均资小盗鼠4444157,154超高姿干将1444150穿岬444147法攻瘸腿金鼻白毛鼠333没钱买书了,低价甩卖抢摊不易欢迎到112购买另外猪粮私聊,冰书私聊
0	tsa砗50元要的加q
0	我系chx老豆
0	抢先服1w分
0	我是法师。
0	绝对让你满意
1	出400万银子要的私我可长期合作,需要的老板私我
0	我本来3500的
0	现在是S几？
1	优惠:100元=一万钻十十一万币十s超级时装,宠物,坐骑!
0	100吧还是以新区算
0	要cp干嘛
0	切，v8一样扣分
0	q-q群159862815稳定搬钻升级群有需要的加群稳定搬钻升级-
0	卓越的那种
0	摆多少银子
0	46南极光男神戴打接单,上王牌滴滴,卖王牌号需要的私聊
0	等我拉个妹子
0	24一条小斑斑ovos谁想要看黄要加我5元一部
0	%72这个号禁赛了，换个号跟你玩呀，加Q~
0	姐姐你哪里人啊
0	%48%48%48%48%48
0	12青铜增幅最后1本2000w要的老板直接秒了祝大家爆ss开钻础黄金谢谢啦,
1	出售元宝需要加微信bao65665加好友价格优惠封了包赔有意联系
0	为什么我的貂蝉才4600分就不加分了
1	app苹果退款可以联系我,长期合作退完还可以在冲元宝相当于免费用
1	100的金币1比46要的m我骗子渣渣最好滚有不起这1块钱老子赏你微红红包一块一块的需要的m我十十十十
0	我也想要一个甜甜的cp
0	黄金两元一星,铂金三元一星,需要的加我
0	不是辅助跟打野就是辅助和射手
1	1600需求m我
0	估计悬赏令那里花了好多元宝
1	出售4800元宝5折
0	来个银商滴滴我，收点银子
1	出售2000元宝,需要的老板滴滴我
0	不就是年底了比较忙吧，他们银行。
0	你听得见吗
1	1-25000大量出售银子.要的私聊
0	组cp收徒弟
1	一比二万五出售200万银两,需要的带材料私聊
0	把安琪拉进来
0	法师没了
0	铂金到钻石10元,一个阶段2元,要的加qq2723491625
0	店铺0119出门往右走白球9钻有店铺后反钻最后200球最后200球最后200球猪垫狐狸垫全部40需要私聊杜书无书全部150便宜五色土速来抢购
0	56带妹上分有需要的加我会填报就行,带卖了
1	活动最后1天,5毛大量出字,欢迎来购买,愿你中588元宝以上.
0	王者群聊在榜省标审核可进妹子漂亮声音甜无门槛
1	1比50出yxb出20块钱的支持1元别墨迹来的14土罐出交易我不先看的懂得来最后一个喇叭十十十十十十
0	win，win，win
0	100吧好像是应该可以退的吧
0	还有最后一个马上就申请
1	银100-150万.龙魂100-30.宝100-8000需要的兄弟mmmmmm
0	额我也是小号没有英雄
0	剑侠公益服送侩元15两千万元宝地级侗伴百万战力玩的加我_avg_sim10
0	蔡文姬弱化的
0	撞金币的不打了，5小时以后上线
0	还收徒吗?完美出师_avg_sim10
0	打匹配去
0	出16个生肖,36项链70金刚石,32套,30武器男女衣服套,便宜甩,代价私聊
0	胜率终于上五十了。
0	%9开开开游戏
0	二楼，选错了。
0	卷毛去哪了
0	我匹配了20分钟
1	三折出改名卡,1比2出银子要的联系我
0	你打野吗3楼
0	KZL排位不想努力的加，d！P%需要加我。
0	出个梦魇
0	等下举报5号
0	不睡觉吗明天还有那么多的作业呢
1	120.粮66食百事可乐卫零13429
1	1比50出金我不先支持小额最少1000一次只支持vx红包交易有需要的老板sm骗子别来我这浪费时间
1	出售银子，需要联系
0	黄金白金掉分加我4等1
0	最后一个喇叭不想升级了累来一个大号带下160多点疲劳一共120w一把2万最后一把补齐速度来人?
0	有厉害的射手我就打瑶
0	50卖一个贵七的号,没有时间限,要的加我看号
0	不野不ad
0	藏宝图不够了，银子买了三个箱子
0	呢加我吧我开了
0	就那个传奇1124万亿到1亿上线送vv是吧?
0	我可以辅助。
0	组我通天
1	卖元宝2元=100打包26000=350先给后付空手套白狼的勿扰谁都不傻,
0	广东cpdd,处好奔现dd,恋爱dd
0	500金币70左右星辰，还是可以的
1	啦啦啦卖字啦4元十个字需要的联系
0	关了充上我
0	昨天银子跑完了，办礼堂都不够了，我要留着，给你办婚礼人越多越好
0	辅助安全稳定需要的加群619735969
0	7你任何为人称道的美丽都不及第一次见到你闺蜜
0	今天五个了
0	另1600,可以小额
0	承微商务接0到18,石头4到7,大米,时装,有需要滴滴全程虎牙直播
0	兰陵王辅助吗
1	加这个群592601287我的群搬钻金币卖买群我每天带你打
0	我吉吉国王3000低分局tu杀
1	200元=50000元宝送3名橙将十资源加q1409938811先货
0	白天tu30元一百张支持代挂内胆全送微信z585166
0	这赛季从31打上来太难了
0	我还差3星
0	我拿什么
0	不会别的
0	集会所标处理一律低价甩卖需要蓝宝石1300联系vakkrt2
0	就想上王者看看
0	此号200出有意者加我
0	代，钻石5星耀6王者20以下1020以上15
0	大量倒不扣需要的加微信39005450
1	喇叭打包出售,一块一个,125个,送12张稀世珍宝图,来个老板收了,要的滴滴
0	活跃度可以换银子
0	17年的时候，哈哈
1	30元=20万钻石加我100万龙币联系微信79444239
0	6最烦蔡徐坤了卖gua,要的加我
0	3楼2000多场
1	出售折扣宝石,结婚号,赠送宝石神秘钥匙潜能果!需要的老板滴滴!35840元宝能打包的来!
0	荣耀王者是不是都是50星不打了？问一下
0	42柔弱娇娘蔡徐坤使用时长两个月以上的,卖给我100元420元,需要的加我
0	又是鲁班，唉，已经输了一半。
0	210六点二十开强哥金团第六波1200w一位红包三十元需要的亲们速度加团勒!位置不多
0	活动的道具可以换不然就要元宝
0	找个小姐姐
0	专业帮你领礼包18个礼包只要5元,有需要的加微信bbp01234
0	1.2个月的事
1	通达钱庄,出售元宝,先元宝后钱,安全稳定,来长期合作,需要的加微信q47699
0	留一个关系就可以啦
1	出元宝100=5000元宝,无需上号,元宝到账后给钱,寻一稳定买家,低战勿扰
0	32万回流号要的私聊我
0	暗区战痕5元,要的加好友
0	懒得练，我练射手15连跪
1	包邮包上限,精品木-粮-铁,24小时完美出货,要的老板滴滴或者加微信13213622299
0	苦涩丶-10分实战视屏2元一部5元三部,没有马赛克,各种私处清晰流畅加群6元群里定时每天上传5部30分钟以上电影1元试看小哥哥,快快加我吧害羞害羞害羞微信zmf0852
0	咚虎，预售里有只鳄鱼悟7，400元宝
0	不堪入目
0	出石头,1
0	对不好打
0	给你说了比你牛啊
0	3楼辅助么
1	1比5出鉴定,要的密,14祝福油70元宝要的密!
0	明天起来喊我老公，爱你
0	喜欢越塔打把我节奏打乱怪不了我
0	卷子。
0	出售魔砒例112n8级9级10级兽魂n要的加微信17300750603n长期交易不玩找我回收
0	66带吃鸡滴狗东西国产片好看不贵十元三部五元一部加va1204647599
1	半价出售3600元宝有需要加我私聊
0	出售各种辅助可当代理有需要的老板来群531698956搬钻升级暴走裂缝还有自动一手货源绝对便宜
1	123118.粮66食百事可乐卫零358
0	145将进酒聊天开黑群540346845有野王有辅助
0	来我们的体验服试试吧
1	后款,需要的云飞工老板加微信:jxyb321456云飞工作室长期出原宝,先货作室长期出
0	我已经3局没mvp了
1	我在搬钻300w6000点券又到手了
0	我200场守约就是发不出来
0	怎么说我随便选的诶
0	24个高贝24元有需要的加微信15801683150
0	长期待连待耍深渊升级的请加qq913035907绝对信誉佣金30一个号需要的加我
1	出银子要的滴滴四五百万银子
1	出威力1米六五十万的货,安全稳定不封号,需要的加微信,168168comcom,不是你说om
0	再输要扣钱了
0	CP滴滴，实力宠妻
0	60出售永久辅助需要的加我1063792743
0	还买水果手机
0	老区600万战力带秘境所有秘境1块一天带完付需要的加我微信598571794
0	出售水果价格优惠需要的请联系我
0	来局1V1啊，玩啥你挑
1	50元=5万金币诚信经营,需要的加我qq:2404952457
1	来个打手!25w一把!时空之门!带的速度m我!升级券lv185升级券lv185
0	还没有。
0	张良可以。
0	怎么匹配的对面都这么NB啊
1	121124.海豚YB阁,海豚小班助你战力狂飙,求微3745838306121
0	你诸葛亮这么厉害了啊
0	9磊磊想找富婆除草有需要的加我,稳定
0	2000出出售黄金13的裁决,带三个符文,要的带价
0	我有个要求
0	孙尚香是什么fw
1	3毛出字,随便挑,随便选,需要的老板滴滴滴滴
1	银一比一万6宝1比80龙魂100=30个五级石头15一个懂的来的
0	岀采900,高战我先,需要的蜜或者伽timgod999
0	刚刚那个私聊我玩私服可以卖身的小弟弟呢
0	还有俺对象
0	你刚说的那个啥意思？
1	97十元十万钻石加q563929808十元十万钻石加q563929808
0	五楼记得买梦魇。
0	不能拉镖就靠这两样赚点银子了
0	200场能看出什么？
1	3小脚去去连锁低出大米小米另收汽油需要甲vxjsh6995
0	他时间到了
0	省百强战队收人要求王者审群829574112连胜有福利规则
0	8w出售微信那种小式频懂的加微信m122347481
0	7000战力这么说吧
1	半价出2300储备元宝要的联系
0	出售稳定辅助板钻神器43试车绝对稳定只要500w十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十
1	822.海豚YB阁,海豚小班助你战力狂飙,求微374583830128141
0	然后开弱化加35
0	二let不打野吗
0	100出永久a车账号,要的加我私聊
0	没事我诸葛亮一个
0	互赞有赞必回。%38
0	210现在开缘分金团1300w一位红包35元需要的亲速度勒还有最后2个位置
0	还有要花银子买
0	有没有会打野的
0	还没打团的兄弟加qq群27113241510分钟过图专业辅助翻牌10元不翻牌的酱油免费5位
1	1比9000出银子五毛出萌宝降临任何字需要的滴滴
0	现在几星了
0	54口诚信卖gua,要的加我
1	出元宝,1元=75元宝帮倒,货到付款要的私聊留下微信我加你
1	1元=1万钻石,需要的直接加q:67704566老字号信誉第一!
0	210现在开强哥金团1200w一位红包30元需要的亲们速度加了
1	100元=12万元宝十时装十坐骑要的加微信:xwkk09先货
0	200万出售一个13岁女孩自拍视频要的加微信chujianbaobao骗子死全家
1	卖元宝九千需要的滴滴
0	福利版本的上线就送可以加下q我发给你看哦
1	100=1万金元宝十20万银元宝十s级人物需要的加微信详聊微信:aaiguigui
1	卖钻石20元450钻石又买得私聊进队加微信发红包
0	互赞秒回排位dd
0	后天出去
0	没事抢我位置我让你8连跪
0	可能让你失望了，不好意思啊
0	低段位好上分
0	大量银子，有要卖老板滴滴
1	0.45折出储备元宝需要的老板滴滴
0	1万金币25个橙
0	我要装笔我要**全场
0	本人小号玳铂金1元钻石2元星耀35元需要的加
0	5o元十万点倦送玄武赤焰威信k8883210支持十元试刷一万看信誉
1	半价元宝会交易的私聊我,优惠多多
0	有，怎么了然后呢
1	收米卖的加我
1	大量出售元宝信物马牌和氏璧等各种物资需要的老板加微信740702311
0	老四那个也没啥银子。
0	8888w出售深渊之梅卡片要的老板联系我破碎的狙击镜
0	先不说了，等会儿QQ聊，我快没时间了
0	1l大哥我可以上吗
0	诚信出卖英雄,橘子,火舞,艾琳,武则天我需要的加
0	这是非凡稳定飞机,10元一人,不是群里的自己走
0	123来找116Chang丰V18319016820121
1	大量甩100=15000元宝十时装要的mmmmm
0	本来就不可能赢得
0	我上单了
0	我老公在QQ上叫我胖墩你咋知道的
0	CP一个，不谈感情，只打游戏的
0	诸葛打野还是我？
1	104匠十元十万钻石联系我qq617291504
1	出yb一百六千,先货后款需要的加微xrk100010
0	来了快开十倍
0	要不要来我这个战队
1	改名卡25,喇叭一元一个要得滴滴
1	实力出货物资圆宝信物玩者需要过来撩6969696969
1	10块22万园/宝送5颗5级宝石十神兽任选,需要联系qq:22151962到付
0	低价过图5元开车有的需要加微信wang997114101
0	蹲个乖徒弟师傅目前铂金到王者都有号小号带你5
1	出字5毛,最后1个号.需要的滴滴滴我,祝老板都能喜中8888
0	或许他没吗吧
0	我特么2000场射手
0	最近看秦时明月有点入魔
1	出售元宝比例优惠长期稳定要的直接加微信15055351379游戏容易禁言
1	2元钱你买不了吃亏,2元钱你买不了上当2元出售一个混100-250元宝的位置需要的私聊
0	所以pifu+就送%77
0	几颗元宝
0	元哥中路
0	金币太难存了
0	诚信互赞
1	这周不出金龙就退坑卖钻,36的钻石80一万卖,需要的加好友
1	出银1比5000有50万要的加好友微信交易信誉第一
0	*，搞什么。
0	我被禁了
1	出z有上限,需要请加微l04021120游戏无法回复495186
0	30元收资源,大量,长期,稳定18要卖的加微信1915134677要卖的加我微信,我加不了好友,说不了话
0	就是一个人又多福利还很好的游戏上线就送v9
0	那你自己刚刚为什么不开？
0	玛德，我挖了两天的金币田
0	让一下.我试一下铭文
0	充了两百才两千六百元宝
1	风1白1原1包V15852600734君自故乡来包子粮食
1	结义酒来人差3个,半价出1300元宝需要的加我
0	49元元最沙雕有声优小哥哥要处对象嘛,本人14要141516的,有的话加我
1	卖字,卖字,卖各种字,需要加好友
0	tmd骗我在里面充钱刚充的
1	200等于20000yb100等于200万银子送宝砻魂现在需要的mmm
1	出售32000元宝要的加微信752784620
0	13x娃娃机来一个卖pl的1w1点刷图必须速度的要搬钻的速度
0	猥琐一点你们
1	10元宝处理，退游了
0	这号不玩了，100出带QQ一起，要的加我！。
0	这号不玩了，100出带QQ一起，要的加我！！
0	我掏出来比你还大。
0	随缘蹲个cp，我特别能叭叭
0	这个商人私聊我低价物资
1	100=7000元宝,无需上号先元宝后钱,需要私聊留下微信我加你
0	不是水果嘛
0	500出售此号，万战狄仁杰，差600国服想买的d我
0	200六七一24条
0	今天就一直输
0	离25好远啊
1	马上新年了出金币一比700一块钱700金币价格好商量量多可优惠需要的私聊我
1	50元5万冠军币588万钻sss邀请函送高级球元加q55068716
1	出售6480元宝有需要联系qq784987737详谈骗子别来谢谢
0	吃的川菜
0	2射手都是憨批
1	出银1：22000需要的滴滴
0	这个号30出手要的加我qq3579844208
0	我踏马这号为什么连到遇到2把开黑
1	二百58000y宝十8w银时装坐骑宝宝需要的联系q2178481171,先货
0	单子号,大号钻1上分的加黄金3元一星,铂金4元一星一付
0	我肯定刚
0	1500分横扫千军的我在钻石被虐了竟然
0	最后一个天鹅之梦武则天便宜卖要的加d
1	31出米,欢迎老板捧场
0	接1-21层秘境需要的加群670335547非常优惠
0	打扰了朋友收货不,有木11亿7100粮3400万铁宝200万,价格03-3-15要的就加我微信18637188401或者留你微信我加你
0	cp滴滴你是唯一，多来几个
0	%72一起玩吗，换个号邀你，加q~
1	1比18000大量出银需要的滴滴可长期合作
1	卖元宝1007000银子100200万用的密我
0	d个小哥哥多的群我不是去拉人的
0	大姐有元宝提战力吧别整这花里胡哨的了
0	不都是ban钟馗吗
0	cpdd一个可可爱爱的小仙侣%40%40
0	宝元物资令牌1
0	3是什么位置
0	一楼要打野吗。
1	3529.海豚YB阁,海豚小班助你战力狂飙,求微3745838301418
1	要的私聊goods17宝一个要的交易,卖白菜
0	好标准的身材%1
0	你又啥比用
0	包邮包上限,要的老板滴滴
0	带秘境了,24以下一块一天,一个月20块,需要的加扣扣2409955900可接超影段位
1	出售一元小喇叭84个80元或别的商城东西2100
0	的话我可以
1	王者代打,加好友备注,75元1140点券,135元1900点
1	半价出3500元宝要的滴滴我
1	出银，小量，材料准备好的叫我，1比1.3
0	着急就金币做神兵得星辰
0	储备元宝送
1	卖字1块1个开8888元宝啦啊
0	对不起j我只会这个
1	代充30元贵族四,1000元宝,有意者联系我
1	出售元宝号,一万一元宝,一百元就卖,要的私聊
0	找一个能缩塔的。
0	5元红包收冰玄毒属性内丹,卖的加好友滴滴
0	星星都是小事
0	我禁赛了
0	这个在英雄联盟里面属于什么分段
1	元宝1比40,26万已上架交易猫,要的朋友加
1	l卖武器衣服支持元宝微信支付宝,骗子子绕路诚心私聊
0	出水果上限，需要请加维L04021120游戏无法回复8901
1	超实惠1元40000钻石,加qq1992234786
1	1百元3万点券十2万钻石十2万金币加充值2992480856货到付款
0	为我哭过吗
0	5会宫本吗
0	你还要上课
0	半价出喇叭改名卡时装坐骑各种道具须要的老板滴滴7000储备
0	33倾城丶懿成人版抖音20元,要的加扣3588675614
0	阿珂打野
0	你同意一下
1	海量出售银两一比一万2,晚上能交易的的可以联系了量越大越好
1	1168.粮66仓因为爱情薇37458383012724
0	100块钱出
